Open,High,Low,Close,Volume,RSI_14,RSI_5,Three Advancing White Soldiers,ATR_14,ATR_22,Doji,Doji Star,Hammer,Dragonfly Doji,Engulfing Pattern,Dark Cloud Cover,Marubozu,Evening Doji Star,Evening Star,Gravestone Doji,Hanging Man,Harami Pattern,Inverted Hammer,Ladder Bottom,Long Legged Doji,Matching Low,Mat Hold,Morning Star,Morning Doji Star,Piercing Pattern,Separating Lines,Shooting Star,Spinning Top,Tasuki Gap,Tristar Pattern,Unique 3 River,EMA_14,EMA_20,EMA_21,EMA_50,EMA_100,EMA_200
0.7842,0.7859,0.7796,0.7804,0.002985684927402384,0.0,0.21505969331719804,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7801,0.7834,0.777,0.777,0.003302935982262141,0.0,0.1722261293366117,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7776,0.7803,0.7754,0.7794,0.0027036839897492657,0.0,0.29978636800113173,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7874571428571429,0.0,0.0,0.0,0.0,0.0
0.78,0.7805,0.7762,0.7768,0.0017871809423766333,0.3637617944117627,0.24932155752424362,0.0,0.005578571428571425,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7860361904761904,0.0,0.0,0.0,0.0,0.0
0.7764,0.78,0.7758,0.7778,0.0023511828176828687,0.38195430829867444,0.30744539724645037,0.0,0.005480102040816322,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7849380317460317,0.0,0.0,0.0,0.0,0.0
0.7776,0.779,0.7743,0.7768,0.0029151846929891044,0.37251656080721046,0.28113427463269447,0.0,0.005424380466472302,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.7838529608465609,0.0,0.0,0.0,0.0,0.0
0.7769,0.7835,0.7742,0.7816,0.004783440904941009,0.45911074923709444,0.5337224799967805,0.0,0.00570121043315285,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7835525660670194,0.0,0.0,0.0,0.0,0.0
0.7812,0.7901,0.7802,0.7891,0.004078438560808214,0.5676357697762024,0.7297734707733279,0.0,0.006001123973641934,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7842922239247502,0.0,0.0,0.0,0.0,0.0
0.7892,0.7904,0.7884,0.7889,0.0011879289498637584,0.5650382714765722,0.7202056316206061,0.0,0.005715329404096082,0.0,1.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.7849065940681168,0.78577,0.0,0.0,0.0,0.0
0.7881,0.7955,0.7859,0.7948,0.004289939264048053,0.6376433564441443,0.819745665471227,0.0,0.005992805875232072,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7862257148590346,0.7866299999999999,0.7861999999999999,0.0,0.0,0.0
0.7945,0.7967,0.7912,0.7938,0.003514436685501979,0.6232053235410231,0.7668008478840656,0.0,0.005957605455572635,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.7872356195444966,0.787312857142857,0.786890909090909,0.0,0.0,0.0
0.7936,0.7951,0.7903,0.7908,0.0022806825832695893,0.5807232833947542,0.6172921804350783,0.0,0.0058749193516031625,0.005822727272727268,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.787710870271897,0.7876449659863944,0.7872462809917354,0.0,0.0,0.0
0.7909,0.7978,0.7904,0.7969,0.002985684927402384,0.6529826891598445,0.7526005029820801,0.0,0.0059838536836315055,0.005894421487603299,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7889360875689774,0.788526397797214,0.7881238918106686,0.0,0.0,0.0
0.7981,0.7981,0.7912,0.7929,0.0029151846929891044,0.5981232243472101,0.5918511683065966,0.0,0.006049292706229256,0.0059401296018031504,0.0,0.5,0.0,0.0,0.5,0.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.789464609226447,0.7889429313403364,0.7885580834642442,0.0,0.0,0.0
0.7925,0.7952,0.7906,0.7914,0.0027389341069559057,0.5784956798981828,0.5379872498793419,0.0,0.005945771798641455,0.005879214619903009,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7897226613295875,0.7891769378793521,0.7888164395129492,0.0,0.0,0.0
0.7912,0.7925,0.7866,0.7892,0.003338186099468781,0.5499890765508192,0.4610593763321171,0.0,0.00594250238445278,0.005880159409907418,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7896529731523091,0.7891791342717948,0.7888513086481357,0.0,0.0,0.0
0.7894,0.7933,0.7843,0.7851,0.004712940670527729,0.500491086987191,0.3458534051307593,0.0,0.0061608950712775815,0.006021970345820718,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7890459100653345,0.7887906452935286,0.7885102805892142,0.0,0.0,0.0
0.7853,0.7915,0.784,0.7898,0.003584936919915259,0.5641459975434072,0.525078179460984,0.0,0.0062565454233291795,0.006089153511919774,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7891464553899565,0.7888867743131925,0.7886275278083765,0.0,0.0,0.0
0.7929,0.7929,0.7848,0.7865,0.003338186099468781,0.5244894635274707,0.4264094187513056,0.0,0.006388220750234238,0.00618055562501433,0.0,0.5,0.0,0.0,0.5,0.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7887935946712956,0.7886594624738409,0.7884341161894332,0.0,0.0,0.0
0.7864,0.7874,0.7825,0.7834,0.0022806825832695893,0.4896672227234913,0.3493284118640697,0.0,0.0062819192680746505,0.006122348551150043,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7880744487151229,0.788158561285856,0.787976469263121,0.0,0.0,0.0
0.7832,0.7864,0.7824,0.7836,0.002562683520922707,0.4926399231577548,0.3590460098549123,0.0,0.006118925034640747,0.006025878162461405,1.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.7874778555531065,0.787724412591965,0.7875786084210191,0.0,0.0,0.0
0.7832,0.7874,0.7755,0.7782,0.006510696648066355,0.4346134946765761,0.24179173612934624,0.0,0.006531858960737838,0.006292883700531341,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7862408081460256,0.7868173256784445,0.786726007655472,0.0,0.0,0.0
0.7778,0.781,0.7757,0.7774,0.0034791865682953396,0.4265968109195138,0.2280029725422,0.0,0.006443869034970856,0.006247752623234465,1.0,1.0,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.7850620337265555,0.7859204375185926,0.7858781887777018,0.0,0.0,0.0
0.7771,0.7808,0.7732,0.7788,0.00464244043611445,0.45046521426637165,0.3164699214394236,0.0,0.006526449818187227,0.006309218413087447,0.0,0.5,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.7842270958963481,0.78524230061206,0.785234717070638,0.0,0.0,0.0
0.7788,0.7852,0.7775,0.7805,0.004712940670527729,0.4793597696659068,0.4186543470420646,0.0,0.006610274831173857,0.00637243575794711,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.783730149776835,0.784790652934721,0.7848042882460345,0.0,0.0,0.0
0.7803,0.7865,0.7779,0.7847,0.004395689615667972,0.5455870385139912,0.6055758960380847,0.0,0.006752398057518578,0.006473688678040421,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7838594631399236,0.7847820193218904,0.7847948074963951,0.0,0.0,0.0
0.7854,0.7857,0.7778,0.779,0.003197185630642222,0.47559517279493735,0.39777245527099203,0.0,0.006834369624838673,0.006538521010856762,0.0,0.5,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7832115347212671,0.7842313508150437,0.7842680068149046,0.0,0.0,0.0
0.7786,0.7803,0.7757,0.7767,0.002456933169302788,0.4504821617208893,0.33908379654637055,0.0,0.006674771794493057,0.006450406419454185,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7823433300917648,0.7835140793088491,0.7835800061953678,0.0,0.0,0.0
0.7723,0.7753,0.7682,0.7711,0.004466189850081252,0.39569633136743015,0.23400504523967416,0.0,0.00680514523774355,0.006543569764024446,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.7808442194128629,0.7823317860413397,0.7824454601776071,0.0,0.0,0.0
0.7711,0.7725,0.7648,0.7665,0.003690687271535178,0.3572609905809589,0.17751985277443103,0.0,0.006869063435047577,0.006596134774750604,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7789316568244812,0.7808239968945454,0.7809958728887337,0.0,0.0,0.0
0.7663,0.7693,0.7653,0.7681,0.002069181880029751,0.38463793099505406,0.2580753749336728,0.0,0.006664130332544179,0.006478128648625577,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7774874359145504,0.7796121876664934,0.7798235208079397,0.0,0.0,0.0
0.7681,0.7688,0.7612,0.763,0.0034439364510886997,0.34326986446422614,0.18722252562690112,0.0,0.006730978165933884,0.006529122800960781,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7755557777926103,0.7780300745553989,0.7782941098253997,0.0,0.0,0.0
0.763,0.7657,0.7616,0.7637,0.0025274334037160675,0.3556917907204551,0.22493790280046916,0.0,0.006543051154081463,0.006418708128189837,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.7739750074202623,0.7766653055501228,0.7769673725685452,0.0,0.0,0.0
0.7649,0.7649,0.7621,0.763,0.0011879289498637584,0.3497968906580797,0.21296296357573546,0.0,0.0062756903573613606,0.006254221395090299,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7725116730975606,0.7753638478786825,0.7756976114259502,0.0,0.0,0.0
0.7632,0.7646,0.7607,0.7636,0.0024921832865094275,0.36165933733045746,0.25681599752741335,0.0,0.006105998188978399,0.0061472113316770995,1.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.7713234500178858,0.7742434814140461,0.7745978285690456,0.0,0.0,0.0
0.7638,0.7681,0.7632,0.7661,0.0025274334037160675,0.41076605071003125,0.4254874807156896,0.0,0.006019855461194229,0.0060905199075099595,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7706269900155011,0.7734679117555655,0.7738252986991323,0.0,0.0,0.0
0.7667,0.7692,0.7657,0.7689,0.001575680239136795,0.4623082075719484,0.566507308926903,0.0,0.005839865785394637,0.005972769002623141,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7703967246801009,0.7730328725407497,0.7733775442719385,0.0,0.0,0.0
0.769,0.769,0.7662,0.7672,0.001223179067070398,0.44180831884489863,0.48077192929210993,0.0,0.005622732515009307,0.005828552229776635,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7699704947227541,0.7724773608702021,0.7728159493381259,0.0,0.0,0.0
0.7646,0.7669,0.7627,0.7652,0.0026331837553359863,0.4183075863725422,0.393250413093514,0.0,0.005542537335365781,0.005768163492059512,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.7693344287597202,0.7717842788825638,0.7721235903073872,0.7815059999999999,0.0,0.0
0.765,0.7668,0.7589,0.7601,0.0037259373887418177,0.36499183621889225,0.24885102406570775,0.0,0.005710927525696798,0.005865065151511353,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7681031715917576,0.7706714904175578,0.7710305366430793,0.7806665490196077,0.0,0.0
0.7601,0.7614,0.7576,0.7587,0.002069181880029751,0.3517385877044941,0.2210048322524761,0.0,0.005574432702432735,0.005771198553715379,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7668494153795232,0.7695313484730285,0.7699095787664357,0.7798051157247212,0.0,0.0
0.7581,0.7639,0.7573,0.7627,0.0029151846929891044,0.4306632728399745,0.4507519377707136,0.0,0.005647687509401829,0.005808871346728319,0.0,0.5,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7662961599955868,0.7688807438565496,0.7692541625149416,0.7791343268727714,0.0,0.0
0.7627,0.7681,0.7619,0.7656,0.0032324357478488615,0.48205949943668147,0.5689303998776029,0.0,0.005687138401587411,0.005826649921877031,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7662033386628418,0.7685682920606877,0.7689219659226741,0.7786035689561921,0.0,0.0
0.7674,0.7686,0.7638,0.7663,0.0028799345757824645,0.4942177893152341,0.5956032910620656,0.0,0.00562377137290259,0.005779984016337162,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.7662162268411296,0.768352264245384,0.7686836053842492,0.7781210760559493,0.0,0.0
0.7659,0.7663,0.7594,0.7625,0.003549686802708619,0.4458374768276268,0.4265572931201016,0.0,0.0057149305605524075,0.005830893833776382,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.765720729928979,0.7677949057458237,0.7681214594402265,0.7775084848380689,0.0,0.0
0.7625,0.7635,0.7586,0.7597,0.0023511828176828687,0.413701156446907,0.3381574954927966,0.0,0.005656721234798657,0.005788580477695634,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7649179659384485,0.7670239623414595,0.7673558722183877,0.7768101128836348,0.0,0.0
0.7601,0.7649,0.7557,0.7645,0.004818691022147648,0.4986567181117011,0.5495718012702808,0.0,0.005909812575170181,0.0059436450014367405,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7648622371466554,0.7667835849756063,0.7670962474712616,0.7763273633587864,0.0,0.0
0.7638,0.768,0.7552,0.7552,0.00587619453834684,0.4005111175747415,0.3149812624222372,0.0,0.006401968819800885,0.006255297501371435,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7635739388604347,0.7656803864065009,0.7660147704284196,0.7754988393055007,0.0,0.0
0.7572,0.7578,0.7534,0.7556,0.002421683052096148,0.40716536796853986,0.3309245812518111,0.0,0.00625897104695797,0.006170965796763645,0.0,0.5,1.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7625107470123768,0.7647203496058818,0.7650679731167451,0.7747184926660693,0.0,0.0
0.7556,0.7617,0.7555,0.7606,0.0024921832865094275,0.48630773002409755,0.5112416176415729,0.0,0.006254758829318121,0.006172285533274393,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7622559807440599,0.7643279353577025,0.7646617937424955,0.7741648262870078,0.0,0.0
0.7611,0.7641,0.7604,0.7609,0.002421683052096148,0.49083534348716434,0.5210640076454431,0.0,0.0060722760557954,0.006059908918125558,1.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.7620751833115186,0.7640014653236356,0.7643198124931778,0.7736446370208506,0.0,0.0
0.761,0.7633,0.7568,0.7591,0.003796437623155097,0.469719003213574,0.4557893251288815,0.0,0.006102827766095725,0.006079913058210758,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.7616784922033161,0.763534659102337,0.7638452840847071,0.7730742590984643,0.0,0.0
0.7591,0.7609,0.7554,0.7574,0.003161935513435582,0.45002732160880615,0.3970669206825037,0.0,0.006059768639946035,0.006053553373746635,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.7611080265762072,0.7629504058544954,0.7632593491679155,0.7724595822710735,0.0,0.0
0.7588,0.768,0.7569,0.7638,0.0059466947727601195,0.5498371681034775,0.6343195235873927,0.0,0.006419785165664175,0.006282937311303607,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.7614669563660463,0.7630313195826387,0.7633084992435596,0.7721199908094627,0.0,0.0
